Date                     ,      Open,      High,       Low,     Close,    Volume
2020-02-27 01:51:00+00:00, 167761.49, 178565.38, 165000.01, 168764.01, 358.79390
2020-02-27 01:52:00+00:00, 167643.05, 178565.38, 165000.01, 168764.01, 357.62323
2020-02-27 01:53:00+00:00, 167639.96, 178565.38, 165000.01, 168896.91, 357.71302
2020-02-27 01:54:00+00:00, 168423.43, 178565.38, 165000.01, 168765.00, 359.22871
2020-02-27 01:55:01+00:00, 168831.25, 178565.38, 165000.01, 168101.24, 359.35889
2020-02-27 01:56:01+00:00, 168764.01, 178565.38, 165000.01, 168199.29, 359.54008
2020-02-27 01:57:01+00:00, 168764.01, 178565.38, 165000.01, 168199.29, 359.75988
2020-02-27 01:58:01+00:00, 168896.91, 178565.38, 165000.01, 168199.29, 359.82773
2020-02-27 01:59:02+00:00, 168765.00, 178565.38, 165000.01, 167630.31, 359.94140
2020-02-27 02:00:02+00:00, 168101.24, 178565.38, 165000.01, 167962.76, 359.50242
2020-02-27 02:01:02+00:00, 168199.29, 178560.31, 165000.01, 167962.76, 358.84570
2020-02-27 02:02:03+00:00, 168199.29, 178560.31, 165000.01, 167977.55, 358.80395
2020-02-27 02:03:03+00:00, 168199.29, 178560.31, 165000.01, 168063.80, 358.79771
2020-02-27 02:04:02+00:00, 167630.31, 178560.31, 165000.01, 167833.41, 358.51673
2020-02-27 02:05:03+00:00, 167962.76, 178560.31, 165000.01, 167833.41, 358.46845
2020-02-27 02:06:04+00:00, 167962.76, 178560.31, 165000.01, 167891.95, 358.38835
2020-02-27 02:07:03+00:00, 167977.55, 178560.31, 165000.01, 167805.38, 358.37288
2020-02-27 02:08:04+00:00, 168063.80, 178198.74, 165000.01, 167806.28, 357.97818
2020-02-27 02:09:04+00:00, 167833.41, 178198.74, 165000.01, 168980.93, 357.86681
